Gebäude / MU,Start Datum SAP Auftrag ,Due Date BMRAM / End Datum SAP,Vorlaufzeit gemäss REF-0303762,Asset ID,Messstellen-Beschreibung,Kategorie,Status,Label Prio,Label Packet,Begründung,Zugänglichkeit ,Frequency,Interval,Event Typ,Messgrösse,Hersteller,Mod./Typ.,Serien-Nr.,Standort
Verpackung_PE,02.05.2025,31.07.2025,90,231VSTE231-MBC-007.RT.01,Lux Sonde,2- Prozess-/Systemkritisch,AM Freigabe,2,6,stillgelegt - entfällt ,"Einfach, D-Zone, Verpackungslinie, einfache Absprache mit der Linie ",Monthly,12,Kalibrierung,R_Optische Strahlung,Testo,6350551,85533855 ÷ 85609379,B231OG02 2.108A
Verpackung_PE,02.05.2025,31.07.2025,90,231VSTE231-MBC-006.RT.01,Lux Sonde,2- Prozess-/Systemkritisch,AM Freigabe,2,6,stillgelegt - entfällt ,"Einfach, D-Zone, Verpackungslinie, einfache Absprache mit der Linie ",Monthly,12,Kalibrierung,R_Optische Strahlung,Testo,6350551,85533931 ÷ 85609426,B231OG02 2.108A
QC_PE,01.06.2025,30.08.2025,90,250-VF090-BK000-YY018,Zeitgeber QC00773,1- Qualitätskritisch,Aktiv,1,6,,,Monthly,24,Kalibrierung,K_Zeit,n/a,272,77,B250OG04 4.407.01
QC_PE,01.06.2025,30.08.2025,90,250-VF090-BK000-YY015,Zeitgeber QC00674,1- Qualitätskritisch,Aktiv,1,6,,,Monthly,24,Kalibrierung,K_Zeit,n/a,272,84,B250OG04 4.407.01
PKAU_PE,03.07.2025,01.09.2025,60,235.F01.41.400.QT.8QET3,H2O2 Restkonzentration MTC,1- Qualitätskritisch,Aktiv,1,1,nach goLive direkt im Durchführ-Zeitraum,"Mittel, C-Zone FSP",Monthly,6,Endkalibrierung,Q_H2O2,Dräger,H2O2 LC 6809705,ARLK-0111,B235 1.054
Verpackung_PE,14.06.2025,12.09.2025,90,232VMDL001-0001.TT.01_1376.007,Datenlogger TN4-L,1- Qualitätskritisch,Aktiv,1,6,,"Einfach, Datenlogger mobile Geräte ",Monthly,18,Kalibrierung,T_Temperatur,ELPRO,ECOLOG TN4-L,64035 /  ES10003489,B232OG01 1.072
Rocephin_PE,03.07.2025,01.10.2025,90,207RAMA004-ELSS027.QT.QT01,H2O2-Messung Dekontamination,2- Prozess-/Systemkritisch,Aktiv,2,6,,,Monthly,12,Endkalibrierung,Q_H2O2,Vaisala,HPP272,T2520972,B207UG01 40
Rocephin_PE,03.07.2025,01.10.2025,90,207RAMA004-ELSS027.QT.QT02,H2O2-Messung Dekontamination,2- Prozess-/Systemkritisch,Aktiv,2,6,,,Monthly,12,Endkalibrierung,Q_H2O2,Vaisala,HPP272,S4350806,B207UG01 40
Rocephin_PE,03.07.2025,01.10.2025,90,207RAMA004-ELSS027.QT.QT07,H2O2-Messung Dekontamination,2- Prozess-/Systemkritisch,Aktiv,2,6,,,Monthly,12,Endkalibrierung,Q_H2O2,Vaisala,HPP272,S4410316,B207UG01 40
Rocephin_PE,03.07.2025,01.10.2025,90,207RAMA004-ELSS027.QT.QT06,H2O2-Messung Dekontamination,2- Prozess-/Systemkritisch,Aktiv,2,6,,,Monthly,12,Endkalibrierung,Q_H2O2,Vaisala,HPP272,S4350807,B207UG01 40
Rocephin_PE,03.07.2025,01.10.2025,90,207RAMA004-ELSS027.QT.QT04,H2O2-Messung Dekontamination,2- Prozess-/Systemkritisch,Aktiv,2,6,,,Monthly,12,Endkalibrierung,Q_H2O2,Vaisala,HPP272,S4410322,B207UG01 40
Rocephin_PE,03.07.2025,01.10.2025,90,207RAMA004-ELSS027.QT.QT03,H2O2-Messung Dekontamination,2- Prozess-/Systemkritisch,Aktiv,2,6,,,Monthly,12,Endkalibrierung,Q_H2O2,Vaisala,HPP272,T2520975,B207UG01 40
Rocephin_PE,03.07.2025,01.10.2025,90,207RAMA004-ELSS027.QT.QT05,H2O2-Messung Dekontamination,2- Prozess-/Systemkritisch,Aktiv,2,6,,,Monthly,12,Endkalibrierung,Q_H2O2,Vaisala,HPP272,T2650480,B207UG01 40
Rocephin_PE,03.07.2025,01.10.2025,90,207RAMA004-LMON0010.QT.207.L4.0.40.P4,0.5 und 5.0 µm Partikel Ausblasmodul,1- Qualitätskritisch,Aktiv,1,6,,,Monthly,12,Endkalibrierung,Q_Partikel,Lighthouse,Remote5104V,140434005,B207UG01 40
QC_PE,15.08.2025,13.11.2025,90,090-VF020-BW000-YY026,Waage QC S13623,1- Qualitätskritisch,Aktiv,1,6,,,Monthly,12,Kalibrierung,W_Masse,Mettler-Toledo,PBK989-A3,B648389289,B090UG01 023
Verpackung_PE,19.09.2025,18.12.2025,90,232VMDL007-0091.TT_7.284,Datenlogger RT1e,1- Qualitätskritisch,Aktiv,1,6,,"Einfach, Datenlogger mobile Geräte ",Monthly,18,Kalibrierung,T_Temperatur,ELPRO,RT1e,177410,B232OG01 1.072
Verpackung_PE,19.09.2025,18.12.2025,90,232VMDL007-0140.TT_7.364,Datenlogger RT1e,1- Qualitätskritisch,Aktiv,1,6,,"Einfach, Datenlogger mobile Geräte ",Monthly,18,Kalibrierung,T_Temperatur,ELPRO,RT1e,161521,B232OG01 1.072
Verpackung_PE,19.09.2025,18.12.2025,90,232VMDL007-0102.TT_7.295,Datenlogger RT1e,1- Qualitätskritisch,Aktiv,1,6,,"Einfach, Datenlogger mobile Geräte ",Monthly,18,Kalibrierung,T_Temperatur,ELPRO,RT1e,182220,B232OG01 1.072
Verpackung_PE,19.09.2025,18.12.2025,90,232VMDL007-0112.TT_7.305,Datenlogger RT1e,1- Qualitätskritisch,Aktiv,1,6,,"Einfach, Datenlogger mobile Geräte ",Monthly,18,Kalibrierung,T_Temperatur,ELPRO,RT1e,182618 ÷ 460605,B232OG01 1.072
Verpackung_PE,19.09.2025,18.12.2025,90,232VMDL007-0073.TT_7.196,Datenlogger RT1e,1- Qualitätskritisch,Aktiv,1,6,,"Einfach, Datenlogger mobile Geräte ",Monthly,18,Kalibrierung,T_Temperatur,ELPRO,RT1e,174425,B232OG01 1.072
Verpackung_PE,19.09.2025,18.12.2025,90,232VMDL007-0100.TT_7.293,Datenlogger RT1e,1- Qualitätskritisch,Aktiv,1,6,,"Einfach, Datenlogger mobile Geräte ",Monthly,18,Kalibrierung,T_Temperatur,ELPRO,RT1e,177519,B232OG01 1.072
Verpackung_PE,19.09.2025,18.12.2025,90,232VMDL007-0086.TT_7.279,Datenlogger RT1e,1- Qualitätskritisch,Aktiv,1,6,,"Einfach, Datenlogger mobile Geräte ",Monthly,18,Kalibrierung,T_Temperatur,ELPRO,RT1e,177360,B232OG01 1.072
Verpackung_PE,19.09.2025,18.12.2025,90,232VMDL007-0088.TT_7.281,Datenlogger RT1e,1- Qualitätskritisch,Aktiv,1,6,,"Einfach, Datenlogger mobile Geräte ",Monthly,18,Kalibrierung,T_Temperatur,ELPRO,RT1e,183129,B232OG01 1.072
Verpackung_PE,19.09.2025,18.12.2025,90,232VMDL007-0106.TT_7.299,Datenlogger RT1e,1- Qualitätskritisch,Aktiv,1,6,,"Einfach, Datenlogger mobile Geräte ",Monthly,18,Kalibrierung,T_Temperatur,ELPRO,RT1e,182279,B232OG01 1.072
Verpackung_PE,19.09.2025,18.12.2025,90,232VMDL007-0110.TT_7.303,Datenlogger RT1e,1- Qualitätskritisch,Aktiv,1,6,,"Einfach, Datenlogger mobile Geräte ",Monthly,18,Kalibrierung,T_Temperatur,ELPRO,RT1e,182766 ÷ 435271,B232OG01 1.072
Verpackung_PE,19.09.2025,18.12.2025,90,232VMDL007-0070.TT_7.193,Datenlogger RT1e,1- Qualitätskritisch,Aktiv,1,6,,"Einfach, Datenlogger mobile Geräte ",Monthly,18,Kalibrierung,T_Temperatur,ELPRO,RT1e,174227,B232OG01 1.072
Verpackung_PE,19.09.2025,18.12.2025,90,232VMDL007-0083.TT_7.276,Datenlogger RT1e,1- Qualitätskritisch,Aktiv,1,6,,"Einfach, Datenlogger mobile Geräte ",Monthly,18,Kalibrierung,T_Temperatur,ELPRO,RT1e,177337,B232OG01 1.072
Verpackung_PE,20.09.2025,19.12.2025,90,232VMDL007-0071.TT_7.194,Datenlogger RT1e,1- Qualitätskritisch,Aktiv,1,6,,"Einfach, Datenlogger mobile Geräte ",Monthly,18,Kalibrierung,T_Temperatur,ELPRO,RT1e,174177,B232OG01 1.072
Verpackung_PE,20.09.2025,19.12.2025,90,232VMDL007-0080.TT_7.273,Datenlogger RT1e,1- Qualitätskritisch,Aktiv,1,6,,"Einfach, Datenlogger mobile Geräte ",Monthly,18,Kalibrierung,T_Temperatur,ELPRO,RT1e,177303,B232OG01 1.072
Verpackung_PE,20.09.2025,19.12.2025,90,232VMDL007-0093.TT_7.286,Datenlogger RT1e,1- Qualitätskritisch,Aktiv,1,6,,"Einfach, Datenlogger mobile Geräte ",Monthly,18,Kalibrierung,T_Temperatur,ELPRO,RT1e,177436,B232OG01 1.072
Verpackung_PE,27.09.2025,26.12.2025,90,232VSTE062-EM_553337.KT.01_62.012,Maschinentakt,1- Qualitätskritisch,Aktiv,1,6,,"Einfach, D-Zone, Verpackungslinie, einfache Absprache mit der Linie ",Monthly,12,Kalibrierung,K_Takt,Siemens,1FK7022-5AK71-1DB3,YF U136 940901 001,B232EG00 0.400
PKAU_PE,03.10.2025,01.01.2026,90,235.Q90.68.150.ST.02,Flügelradsonde,1- Qualitätskritisch,Aktiv,1,6,,"Einfach, mobiles Gerät ",Monthly,12,Kalibrierung,S_Luftgeschwindigkeit,Testo,05600480÷06359343,60531370 ÷ 03008193,B235 0.048
PKAU_PE,03.10.2025,01.01.2026,90,235.Q90.68.682.QT.01,H2O2 Sensor,2- Prozess-/Systemkritisch,Aktiv,2,6,,"Einfach, mobiles Gerät ",Monthly,12,Kalibrierung,Q_H2O2,Vaisala,HPP272,R4120648,B235
PKAU_PE,03.10.2025,01.01.2026,90,235.Q90.68.150.MT.03,Feuchte- Temperaturfühler,1- Qualitätskritisch,Aktiv,1,6,,"Einfach, mobiles Gerät ",Monthly,12,Kalibrierung,M_Feuchte,Testo,05600480 ÷ 0636 9743,60531370 ÷ 60480379,B235 0.048
PKAU_PE,03.10.2025,01.01.2026,90,235.Q90.68.684.QT.01,H2O2 Sensor,2- Prozess-/Systemkritisch,Aktiv,2,6,,"Einfach, mobiles Gerät ",Monthly,12,Kalibrierung,Q_H2O2,Vaisala,HPP272,R4120650,B235
PKAU_PE,03.10.2025,01.01.2026,90,235.Q90.68.150.TT.03,Feuchte- Temperaturfühler,1- Qualitätskritisch,Aktiv,1,6,,"Einfach, mobiles Gerät ",Monthly,12,Kalibrierung,T_Temperatur,Testo,05600480 ÷ 0636 9743,60531370 ÷ 60480379,B235 0.048
PKAU_PE,03.10.2025,01.01.2026,90,235.Q90.68.501,Validator,1- Qualitätskritisch,Aktiv,1,6,,"Einfach, mobiles Gerät ",Monthly,12,Kalibrierung,Q_Spannung,AMPHENOL,X2015,17090022,B235 0.048
PKAU_PE,03.10.2025,01.01.2026,90,235.Q01.82.551,pH-Messung,1- Qualitätskritisch,Aktiv,1,6,,Input von Falk notwendig,Monthly,12,Wartung,Q_pH,Methrom,780,14212,B235 1.113
PKAU_PE,03.10.2025,01.01.2026,90,235.Q90.68.683.QT.01,H2O2 Sensor,2- Prozess-/Systemkritisch,Aktiv,2,6,,"Einfach, mobiles Gerät ",Monthly,12,Kalibrierung,Q_H2O2,Vaisala,HPP272,R4120649,B235
PKAU_PE,03.10.2025,01.01.2026,90,235.Q90.68.680.QT.01,H2O2 Sensor,2- Prozess-/Systemkritisch,Aktiv,2,6,,"Einfach, mobiles Gerät ",Monthly,12,Kalibrierung,Q_H2O2,Vaisala,HPP272,R4120642,B235
PKAU_PE,03.10.2025,01.01.2026,90,235.Q90.68.681.QT.01,H2O2 Sensor,2- Prozess-/Systemkritisch,Aktiv,2,6,,"Einfach, mobiles Gerät ",Monthly,12,Kalibrierung,Q_H2O2,Vaisala,HPP272,S4350808,B235
PKAU_PE,03.10.2025,01.01.2026,90,235.Q90.68.645,Sensor Input Modul,1- Qualitätskritisch,Aktiv,1,6,,"Einfach, mobile Geräte ",Monthly,12,Kalibrierung,T_Temperatur,AMPHENOL,X2600,117257,B235 0.048
Verpackung_PE,11.10.2025,09.01.2026,90,232VMDL007-0068.TT_7.191,Datenlogger RT1e,1- Qualitätskritisch,Aktiv,1,6,,"Einfach, Datenlogger mobile Geräte ",Monthly,18,Kalibrierung,T_Temperatur,ELPRO,RT1e,174193,B232OG01 1.072
Verpackung_PE,11.10.2025,09.01.2026,90,232VMDL007-0105.TT_7.298,Datenlogger RT1e,1- Qualitätskritisch,Aktiv,1,6,,"Einfach, Datenlogger mobile Geräte ",Monthly,18,Kalibrierung,T_Temperatur,ELPRO,RT1e,182253 ÷ 425134,B232OG01 1.072
Verpackung_PE,11.10.2025,09.01.2026,90,232VMDL007-0094.TT_7.287,Datenlogger RT1e,1- Qualitätskritisch,Aktiv,1,6,,"Einfach, Datenlogger mobile Geräte ",Monthly,18,Kalibrierung,T_Temperatur,ELPRO,RT1e,177444,B232OG01 1.072
Verpackung_PE,11.10.2025,09.01.2026,90,232VMDL007-0084.TT_7.277,Datenlogger RT1e,1- Qualitätskritisch,Aktiv,1,6,,"Einfach, Datenlogger mobile Geräte ",Monthly,18,Kalibrierung,T_Temperatur,ELPRO,RT1e,177345,B232OG01 1.072
Verpackung_PE,11.10.2025,09.01.2026,90,232VMDL007-0059.TT_7.182,Datenlogger RT1e,1- Qualitätskritisch,Aktiv,1,6,,"Einfach, Datenlogger mobile Geräte ",Monthly,18,Kalibrierung,T_Temperatur,ELPRO,RT1e,174276,B232OG01 1.072
Verpackung_PE,11.10.2025,09.01.2026,90,232VMDL007-0061.TT_7.184,Datenlogger RT1e,1- Qualitätskritisch,Aktiv,1,6,,"Einfach, Datenlogger mobile Geräte ",Monthly,18,Kalibrierung,T_Temperatur,ELPRO,RT1e,174292,B232OG01 1.072
Verpackung_PE,11.10.2025,09.01.2026,90,232VMDL007-0078.TT_7.201,Datenlogger RT1e,1- Qualitätskritisch,Aktiv,1,6,,"Einfach, Datenlogger mobile Geräte ",Monthly,18,Kalibrierung,T_Temperatur,ELPRO,RT1e,174490,B232OG01 1.072
Verpackung_PE,11.10.2025,09.01.2026,90,232VMDL007-0072.TT_7.195,Datenlogger RT1e,1- Qualitätskritisch,Aktiv,1,6,,"Einfach, Datenlogger mobile Geräte ",Monthly,18,Kalibrierung,T_Temperatur,ELPRO,RT1e,174201,B232OG01 1.072
Verpackung_PE,11.10.2025,09.01.2026,90,232VMDL007-0057.TT_7.180,Datenlogger RT1e,1- Qualitätskritisch,Aktiv,1,6,,"Einfach, Datenlogger mobile Geräte ",Monthly,18,Kalibrierung,T_Temperatur,ELPRO,RT1e,174250,B232OG01 1.072
Verpackung_PE,12.10.2025,10.01.2026,90,232VMDL007-0104.TT_7.297,Datenlogger RT1e,1- Qualitätskritisch,Aktiv,1,6,,"Einfach, Datenlogger mobile Geräte ",Monthly,18,Kalibrierung,T_Temperatur,ELPRO,RT1e,182592,B232OG01 1.072
Verpackung_PE,12.10.2025,10.01.2026,90,232VMDL007-0107.TT_7.300,Datenlogger RT1e,1- Qualitätskritisch,Aktiv,1,6,,"Einfach, Datenlogger mobile Geräte ",Monthly,18,Kalibrierung,T_Temperatur,ELPRO,RT1e,182717,B232OG01 1.072
Verpackung_PE,12.10.2025,10.01.2026,90,232VMDL007-0052.TT_7.175,Datenlogger RT1e,1- Qualitätskritisch,Aktiv,1,6,,"Einfach, Datenlogger mobile Geräte ",Monthly,18,Kalibrierung,T_Temperatur,ELPRO,RT1e,174383,B232OG01 1.072
Verpackung_PE,12.10.2025,10.01.2026,90,232VMDL007-0103.TT_7.296,Datenlogger RT1e,1- Qualitätskritisch,Aktiv,1,6,,"Einfach, Datenlogger mobile Geräte ",Monthly,18,Kalibrierung,T_Temperatur,ELPRO,RT1e,182634,B232OG01 1.072
QC_PE,26.10.2025,24.01.2026,90,250-VF240-BF001-YY001,Mobile Durchflussmessung QC00290,1- Qualitätskritisch,Aktiv,1,6,,,Monthly,12,Kalibrierung,F_Durchfluss,GJC Instruments,5025000 - rev 4,4-1952,B250EG00 0.504.01
QC_PE,30.10.2025,28.01.2026,90,250-VF040-BQ000-YY105-85881-TT04,Datenlogger QC 00299,1- Qualitätskritisch,Aktiv,1,6,,"Einfach, Datenlogger mobile Geräte ",Monthly,12,Kalibrierung,T_Temperatur,ELPRO,PT100_ST100D5_PTFE3,ES10012480,B203 R26
QC_PE,30.10.2025,28.01.2026,90,250-VF040-BQ000-YY104-85881-TT03,Datenlogger QC 00299,1- Qualitätskritisch,Aktiv,1,6,,"Einfach, Datenlogger mobile Geräte ",Monthly,12,Kalibrierung,T_Temperatur,ELPRO,PT100_ST100D5_PTFE3,460467,B203 R26
QC_PE,30.10.2025,28.01.2026,90,250-VF040-BQ000-YY083-91526_TT03,Datenlogger QC 02102,1- Qualitätskritisch,Aktiv,1,6,,"Einfach, Datenlogger mobile Geräte ",Monthly,12,Kalibrierung,T_Temperatur,ELPRO,PT100_ST100D4_PTFE4,424447,B203 R26
QC_PE,30.10.2025,28.01.2026,90,250-VF040-BQ000-YY081-91526_TT01,Datenlogger QC 02102,1- Qualitätskritisch,Aktiv,1,6,,"Einfach, Datenlogger mobile Geräte ",Monthly,12,Kalibrierung,T_Temperatur,ELPRO,PT100_ST100D4_PTFE4,ES10007924,B203 R26
QC_PE,30.10.2025,28.01.2026,90,250-VF040-BQ000-YY082-91526_TT02,Datenlogger QC 02102,1- Qualitätskritisch,Aktiv,1,6,,"Einfach, Datenlogger mobile Geräte ",Monthly,12,Kalibrierung,T_Temperatur,ELPRO,PT100_ST100D4_PTFE4,ES10007925,B203 R26
QC_PE,30.10.2025,28.01.2026,90,250-VF040-BQ000-YY084-91526_TT04,Datenlogger QC 02102,1- Qualitätskritisch,Aktiv,1,6,,"Einfach, Datenlogger mobile Geräte ",Monthly,12,Kalibrierung,T_Temperatur,ELPRO,PT100_ST100D4_PTFE4,456010,B203 R26
QC_PE,30.10.2025,28.01.2026,90,250-VF040-BQ000-YY103-85881-TT02,Datenlogger QC 00299,1- Qualitätskritisch,Aktiv,1,6,,"Einfach, Datenlogger mobile Geräte ",Monthly,12,Kalibrierung,T_Temperatur,ELPRO,PT100_ST100D5_PTFE3,ES10012479,B203 R26
QC_PE,30.10.2025,28.01.2026,90,250-VF040-BQ000-YY102-85881-TT01,Datenlogger QC 00299,1- Qualitätskritisch,Aktiv,1,6,,"Einfach, Datenlogger mobile Geräte ",Monthly,12,Kalibrierung,T_Temperatur,ELPRO,PT100_ST100D5_PTFE3,ES10012482,B203 R26
QC_PE,03.11.2025,01.02.2026,90,072-VF120-BT001-YY002,IRTD Temperatur K01300,1- Qualitätskritisch,Aktiv,1,6,,,Monthly,12,Kalibrierung,T_Temperatur,AMPHENOL,M2801 / IRTD-400,P1121,B072EG00 12
Rocephin_PE,03.11.2025,01.02.2026,90,207RAMQ207-FINT27.PT.P1,Drucktransmitter,1- Qualitätskritisch,Aktiv,1,6,,,Monthly,12,Kalibrierung,P_Druck,Pall,FFS04AW,24492944,B207EG00 73
Rocephin_PE,03.11.2025,01.02.2026,90,207RAMQ207-FINT27.FT.F1,Durchflussmessgerät,1- Qualitätskritisch,Aktiv,1,6,,,Monthly,12,Kalibrierung,F_Durchfluss,Pall,FFS04AW,24492944,B207EG00 73
Rocephin_PE,03.11.2025,01.02.2026,90,207RAMQ207-FINT27.PT.P3,Drucktransmitter,1- Qualitätskritisch,Aktiv,1,6,,,Monthly,12,Kalibrierung,P_Druck,Pall,FFS04AW,24492944,B207EG00 73
Rocephin_PE,03.11.2025,01.02.2026,90,207RAMQ207-FINT27.TT.TIA1,Temperatursensor,1- Qualitätskritisch,Aktiv,1,6,,,Monthly,12,Kalibrierung,T_Temperatur,Pall,FFS04AW,24492944,B207EG00 73
Rocephin_PE,03.11.2025,01.02.2026,90,207RAMQ207-FINT27.PT.P2,Drucktransmitter,1- Qualitätskritisch,Aktiv,1,6,,,Monthly,12,Kalibrierung,P_Druck,Pall,FFS04AW,24492944,B207EG00 73
Rocephin_PE,03.11.2025,01.02.2026,90,207RAMQ207-FINT27.PT.PI1,Druckanzeige,1- Qualitätskritisch,Aktiv,1,6,,,Monthly,12,Kalibrierung,P_Druck,Pall,FFS04AW,24492944,B207EG00 73
Verpackung_PE,21.11.2025,19.02.2026,90,232VMDL005-0008.MT_1376.047,Datenlogger TH1,1- Qualitätskritisch,Aktiv,1,6,,"Einfach, Datenlogger mobile Geräte ",Monthly,12,Kalibrierung,M_Feuchte,ELPRO,ECOLOG TH1,68273,B232OG01 1.072
Verpackung_PE,21.11.2025,19.02.2026,90,232VMDL005-0008.TT_1376.047,Datenlogger TH1,1- Qualitätskritisch,Aktiv,1,6,,"Einfach, Datenlogger mobile Geräte ",Monthly,12,Kalibrierung,T_Temperatur,ELPRO,ECOLOG TH1,68273,B232OG01 1.072
Verpackung_PE,25.11.2025,23.02.2026,90,232VMDL007-0096.TT_7.289,Datenlogger RT1e,1- Qualitätskritisch,Aktiv,1,6,,"Einfach, Datenlogger mobile Geräte ",Monthly,18,Kalibrierung,T_Temperatur,ELPRO,RT1e,177477,B232OG01 1.072
QC_PE,30.12.2025,28.02.2026,60,250-VF010-BQ001-YY140,QC Q20280 / BioAssay Gruppe - Set 07,1- Qualitätskritisch,Aktiv,1,1,nach goLive direkt im Durchführ-Zeitraum,,Monthly,6,Kalibrierung,L_Volumen,Rainin,E4-E12-1200XLS+ 100-1200ul,C310813253,B250OG04 4.407.01
QC_PE,30.11.2025,28.02.2026,90,250-VF020-BW000-YY029,Waage QC03669,1- Qualitätskritisch,Aktiv,1,6,,,Monthly,12,Kalibrierung,W_Masse,Mettler-Toledo,XPE504,B537430216,B250OG01 1.404.01
QC_PE,30.11.2025,28.02.2026,90,250-VF040-BQ000-YY076-90593_TT01,Datenlogger QC 02126,1- Qualitätskritisch,Aktiv,1,6,,"Einfach, Datenlogger mobile Geräte ",Monthly,12,Kalibrierung,T_Temperatur,ELPRO,TN2,90593,B203 R26
QC_PE,30.11.2025,28.02.2026,90,250-VF020-BW000-YY055,Waage QC04051,1- Qualitätskritisch,Aktiv,1,6,,,Monthly,12,Kalibrierung,W_Masse,Mettler-Toledo,XPE4002S,B649419490,B250OG02 2.311.01
QC_PE,30.11.2025,28.02.2026,90,250-VF020-BW000-YY025,Waage QC03662,1- Qualitätskritisch,Aktiv,1,6,,,Monthly,12,Kalibrierung,W_Masse,Mettler-Toledo,XPE205DR,B526098170,B250OG01 1.404.01
QC_PE,01.12.2025,01.03.2026,90,207-VF110-BQ000-YY014,QC03199,1- Qualitätskritisch,Aktiv,1,6,,,Monthly,12,Kalibrierung,F_Durchfluss,MBV,MAS-100 GC EX,55518,B207EG00 15
PKAU_PE,01.12.2025,01.03.2026,90,235.G01.65.503.Q03.TT.01,Temperatur Sensor,1- Qualitätskritisch,Aktiv,1,6,relevant für Wartung PKAU Q1/2027,"Mittel, es handelt sich um EQM welches immer im Austausch ist. Ein gesamtes Paket liegt an Lager ",Monthly,12,Kalibrierung,T_Temperatur,Vaisala,HPP272,W0832497,B235
PKAU_PE,01.12.2025,01.03.2026,90,235.G01.65.503.Q05.TT.01,Temperatur Sensor,1- Qualitätskritisch,Aktiv,1,6,relevant für Wartung PKAU Q1/2027,"Mittel, es handelt sich um EQM welches immer im Austausch ist. Ein gesamtes Paket liegt an Lager ",Monthly,12,Kalibrierung,T_Temperatur,Vaisala,HPP272,W0832499,B235
PKAU_PE,31.12.2025,01.03.2026,60,235.G01.65.503.QT.Q50,Abluft H2O2 Konzentration,1- Qualitätskritisch,Aktiv,1,1,nach goLive direkt im Durchführ-Zeitraum,"Einfach, Technikbereich GEF (Kondensatorraum und 2.OG)",Monthly,6,Endkalibrierung,Q_H2O2,Dräger,H2O2 LC 6809705,ARRJ-0374,B235 2.201
PKAU_PE,01.12.2025,01.03.2026,90,235.G01.65.503.Q04.QT.01,H2O2 Sensor,2- Prozess-/Systemkritisch,Aktiv,2,6,relevant für Wartung PKAU Q1/2027,"Mittel, es handelt sich um EQM welches immer im Austausch ist. Ein gesamtes Paket liegt an Lager ",Monthly,12,Kalibrierung,Q_H2O2,Vaisala,HPP272,W0832498,B235
PKAU_PE,01.12.2025,01.03.2026,90,235.G01.65.503.Q02.TT.01,Temperatur Sensor,1- Qualitätskritisch,Aktiv,1,6,relevant für Wartung PKAU Q1/2027,"Mittel, es handelt sich um EQM welches immer im Austausch ist. Ein gesamtes Paket liegt an Lager ",Monthly,12,Kalibrierung,T_Temperatur,Vaisala,HPP272,W0832496,B235
PKAU_PE,01.12.2025,01.03.2026,90,235.G01.65.503.Q06.TT.01,Temperatur Sensor,1- Qualitätskritisch,Aktiv,1,6,relevant für Wartung PKAU Q1/2027,"Mittel, es handelt sich um EQM welches immer im Austausch ist. Ein gesamtes Paket liegt an Lager ",Monthly,12,Kalibrierung,T_Temperatur,Vaisala,HPP272,W0832500,B235
PKAU_PE,01.12.2025,01.03.2026,90,235.G01.65.503.Q03.MT.01,Feuchte Sensor,1- Qualitätskritisch,Aktiv,1,6,relevant für Wartung PKAU Q1/2027,"Mittel, es handelt sich um EQM welches immer im Austausch ist. Ein gesamtes Paket liegt an Lager ",Monthly,12,Kalibrierung,M_Feuchte,Vaisala,HPP272,W0832497,B235
PKAU_PE,01.12.2025,01.03.2026,90,235.G01.65.503.Q04.MT.01,Feuchte Sensor,1- Qualitätskritisch,Aktiv,1,6,relevant für Wartung PKAU Q1/2027,"Mittel, es handelt sich um EQM welches immer im Austausch ist. Ein gesamtes Paket liegt an Lager ",Monthly,12,Kalibrierung,M_Feuchte,Vaisala,HPP272,W0832498,B235
PKAU_PE,31.12.2025,01.03.2026,60,235.A01.41.300.QT.8QET3,H2O2 RestkonzentrationMTC,1- Qualitätskritisch,Aktiv,1,1,nach goLive direkt im Durchführ-Zeitraum,"Sehr schwer, C-Zone Isolator AFL",Monthly,6,Endkalibrierung,Q_H2O2,Dräger,H2O2 LC 6809705,ARPE-0248,B235
PKAU_PE,31.12.2025,01.03.2026,60,235.A01.41.300.QT.8QET1,H2O2 Restkonzentration Füllbereich,1- Qualitätskritisch,Aktiv,1,1,nach goLive direkt im Durchführ-Zeitraum,"Sehr schwer, C-Zone Isolator AFL",Monthly,6,Endkalibrierung,Q_H2O2,Dräger,H2O2 LC 6809705,ARNH-0007,B235 1.160
PKAU_PE,01.12.2025,01.03.2026,90,235.G01.65.503.Q02.MT.01,Feuchte Sensor,1- Qualitätskritisch,Aktiv,1,6,relevant für Wartung PKAU Q1/2027,"Mittel, es handelt sich um EQM welches immer im Austausch ist. Ein gesamtes Paket liegt an Lager ",Monthly,12,Kalibrierung,M_Feuchte,Vaisala,HPP272,W0832496,B235
PKAU_PE,31.12.2025,01.03.2026,60,235.G01.43.502.QT.8QET2,H2O2 Restkonzentration,1- Qualitätskritisch,Aktiv,1,1,nach goLive direkt im Durchführ-Zeitraum,"Einfach, Technikbereich GEF (Kondensatorraum und 2.OG)",Monthly,6,Endkalibrierung,Q_H2O2,Dräger,H2O2 LC 6809705,ARRJ-0448,B235 2.201
PKAU_PE,01.12.2025,01.03.2026,90,235.G01.65.503.Q04.TT.01,Temperatur Sensor,1- Qualitätskritisch,Aktiv,1,6,relevant für Wartung PKAU Q1/2027,"Mittel, es handelt sich um EQM welches immer im Austausch ist. Ein gesamtes Paket liegt an Lager ",Monthly,12,Kalibrierung,T_Temperatur,Vaisala,HPP272,W0832498,B235
